item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",136,1,-14220
19748,"Silk Scrap",62,,
19729,"Thick Leather Section",49,,
19722,"Elder Wood Log",68,,
19725,"Ancient Wood Log",8,,
19701,"Orichalcum Ore",12,,
19732,"Hardened Leather Section",6,,
19745,"Gossamer Scrap",5,,
89140,"Lucent Mote",303,,
602,"Shaman's Marauder Mask of Hoelbrak",-1,,
28563,"Cleric's Soft Wood Longbow of Energy",-1,,
745,"Shaman's Banded Greaves of the Eagle",-1,,
28553,"Berserker's Soft Wood Longbow of Perception",-2,,
28411,"Rampager's Steam Speargun of Battle",-1,,
45096,"Dire Banded Legs of Grenth",-2,,
1601,"Shaman's Rogue Pants of Hoelbrak",-1,,
28557,"Rampager's Soft Wood Longbow of Agony",-2,,
1141,"Shaman's Rogue Pauldrons of the Traveler",-2,,
723,"Rampager's Banded Greaves of Lyssa",-1,,
26677,"Rampager's Soft Wood Scepter of Energy",-1,,
2529,"Cleric's Conjurer Mask of Rage",-1,,
23173,"Shaman's Amulet",-1,,
27784,"Rampager's Soft Wood Staff of Accuracy",-1,,
2363,"Cleric's Banded Pauldrons of the Traveler",-2,,
1845,"Shaman's Banded Helm of the Eagle",-1,,
26504,"Cleric's Iron Sword of Leeching",-3,,
26122,"Cleric's Iron Mace of Chilling",-2,,
26367,"Cleric's Iron Dagger of Blood",-3,,
2527,"Shaman's Conjurer Mask of the Lich",-3,,
45107,"Dire Conjurer Gloves of Grenth",-2,,
2679,"Rampager's Conjurer Pants of Infiltration",-2,,
1841,"Rampager's Banded Helm of Scavenging",-1,,
998,"Cleric's Conjurer Shoes of the Pack",-1,,
82611,"Elonian Cutlass",-2,,
989,"Shaman's Conjurer Shoes of the Citadel",-1,,
26521,"Cleric's Iron Sword of Accuracy",-3,,
45090,"Dire Banded Gauntlets of the Flock",-3,,
45126,"Dire Rogue Gloves of Rage",-1,,
640,"Berserker's Banded Greaves of the Eagle",-1,,
2682,"Shaman's Conjurer Pants of Grenth",-1,,
2820,"Berserker's Conjurer Mantle of Infiltration",-1,,
26515,"Rampager's Iron Sword of Hobbling",-1,,
2360,"Shaman's Banded Pauldrons of Dwayna",-1,,
574,"Carrion Marauder Mask of the Grove",-2,,
28565,"Cleric's Soft Wood Longbow of Smoldering",-2,,
28238,"Berserker's Iron Rifle of Life",-1,,
26369,"Berserker's Iron Dagger of Air",-2,,
1848,"Cleric's Banded Helm of the Lich",-1,,
27781,"Berserker's Soft Wood Staff of Bloodlust",-1,,
83754,"Elonian Runestone",-1,,
26496,"Rampager's Iron Sword of Leeching",-1,,
83283,"Elonian Thrasher",-2,,
1134,"Shaman's Rogue Pauldrons of Hoelbrak",-1,,
739,"Shaman's Banded Greaves of Mercy",-1,,
1609,"Cleric's Rogue Pants of the Flock",-1,,
26986,"Berserker's Iron Pistol of Bloodlust",-1,,
2374,"Rampager's Conjurer Gloves of the Pack",-1,,
1621,"Shaman's Banded Gauntlets of the Flock",-2,,
82483,"Elonian Smasher",-1,,
45087,"Dire Banded Coat of Lyssa",-1,,
1613,"Rampager's Banded Gauntlets of the Afflicted",-1,,
1563,"Berserker's Rogue Pants of the Citadel",-1,,
28412,"Rampager's Steam Speargun of Fire",-1,,
26124,"Berserker's Iron Mace of Ogre Slaying",-1,,
2380,"Cleric's Conjurer Gloves of the Dolyak",-1,,
28780,"Berserker's Iron Spear of Corruption",-1,,
28784,"Rampager's Iron Spear of Peril",-1,,
26839,"Berserker's Iron Shield of Bloodlust",-1,,
26522,"Cleric's Iron Sword of Peril",-1,,
45104,"Dire Conjurer Chest of the Flame Legion",-2,,
26503,"Cleric's Iron Sword of Force",-2,,
28790,"Berserker's Iron Spear of Blood",-1,,
23177,"Shaman's Amulet",-2,,
25947,"Rampager's Iron Axe of Water",-1,,
1822,"Rampager's Rogue Coat of Grenth",-2,,
45089,"Dire Banded Gauntlets of the Grove",-2,,
1825,"Shaman's Rogue Coat of Hoelbrak",-2,,
27620,"Cleric's Iron Greatsword of Accuracy",-1,,
26834,"Cleric's Iron Shield of Grawl Slaying",-1,,
2365,"Cleric's Banded Pauldrons of Infiltration",-1,,
27608,"Berserker's Iron Greatsword of Life",-1,,
23260,"Shaman's Ring",-2,,
1998,"Rampager's Rogue Gloves of Rage",-1,,
23261,"Shaman's Ring",-2,,
959,"Berserker's Conjurer Shoes of the Grove",-1,,
1111,"Carrion Rogue Pauldrons of the Grove",-1,,
758,"Cleric's Banded Greaves of Lyssa",-3,,
1605,"Carrion Banded Gauntlets of the Citadel",-1,,
27465,"Berserker's Soft Wood Torch of Corruption",-1,,
591,"Rampager's Marauder Mask of Rata Sum",-1,,
27903,"Berserker's Iron Hammer of Serpent Slaying",-1,,
2514,"Berserker's Conjurer Mask of Strength",-2,,
26376,"Cleric's Iron Dagger of Bloodlust",-1,,
28546,"Cleric's Soft Wood Longbow of Water",-1,,
26118,"Rampager's Iron Mace of Air",-1,,
27147,"Cleric's Soft Wood Warhorn of Corruption",-1,,
2524,"Rampager's Conjurer Mask of the Citadel",-1,,
28794,"Rampager's Iron Spear of Corruption",-2,,
23250,"Berserker's Ring",-2,,
45095,"Dire Banded Legs of Balthazar",-2,,
26511,"Berserker's Iron Sword of Serpent Slaying",-1,,
607,"Cleric's Marauder Mask of the Traveler",-1,,
1982,"Berserker's Rogue Gloves of Grenth",-1,,
26373,"Rampager's Iron Dagger of Agony",-2,,
28788,"Cleric's Iron Spear of Grawl Slaying",-1,,
27787,"Cleric's Soft Wood Staff of Force",-1,,
45098,"Dire Banded Pauldrons of the Citadel",-2,,
2519,"Carrion Conjurer Mask of Dwayna",-1,,
1589,"Rampager's Rogue Pants of Divinity",-1,,
28231,"Cleric's Iron Rifle of Corruption",-2,,
25950,"Cleric's Iron Axe of Smoldering",-1,,
28414,"Cleric's Steam Speargun of Venom",-1,,
26127,"Rampager's Iron Mace of Fire",-1,,
26846,"Cleric's Iron Shield of Energy",-2,,
1835,"Cleric's Rogue Coat of Divinity",-1,,
27474,"Cleric's Soft Wood Torch of Corruption",-1,,
1594,"Berserker's Banded Gauntlets of Infiltration",-1,,
28796,"Cleric's Iron Spear of Hobbling",-2,,
1620,"Shaman's Privateer Boots of Lyssa",-1,,
23176,"Rampager's Amulet",-1,,
25941,"Cleric's Iron Axe of Life",-2,,
