item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",12,1,-1800
19701,"Orichalcum Ore",1,,
19729,"Thick Leather Section",7,,
19721,"Glob of Ectoplasm",33,,
19722,"Elder Wood Log",15,,
89140,"Lucent Mote",50,,
19748,"Silk Scrap",2,,
19732,"Hardened Leather Section",1,,
23175,"Carrion Amulet",-1,,
2686,"Cleric's Conjurer Pants of Balthazar",-1,,
27131,"Berserker's Soft Wood Warhorn of the Geomancer",-1,,
27297,"Berserker's Soft Wood Focus of Life",-1,,
27620,"Cleric's Iron Greatsword of Accuracy",-1,,
27787,"Cleric's Soft Wood Staff of Force",-1,,
28722,"Berserker's Black Earth Trident of Water",-1,,
19725,"Ancient Wood Log",2,,
2354,"Rampager's Banded Pauldrons of Grenth",-1,,
1627,"Cleric's Privateer Boots of the Pack",-2,,
2088,"Berserker's Banded Legs of Lyssa",-1,,
27784,"Rampager's Soft Wood Staff of Accuracy",-1,,
28787,"Cleric's Iron Spear of Chilling",-1,,
19745,"Gossamer Scrap",2,,
45090,"Dire Banded Gauntlets of the Flock",-2,,
28245,"Rampager's Iron Rifle of Life",-1,,
28414,"Cleric's Steam Speargun of Venom",-1,,
27470,"Rampager's Soft Wood Torch of Grawl Slaying",-1,,
26376,"Cleric's Iron Dagger of Bloodlust",-1,,
26664,"Cleric's Soft Wood Scepter of Force",-1,,
519,"Rampager's Conjurer Chest of Infiltration",-1,,
26361,"Rampager's Iron Dagger of Bloodlust",-1,,
28231,"Cleric's Iron Rifle of Corruption",-1,,
26125,"Berserker's Iron Mace of Force",-1,,
1577,"Carrion Rogue Pants of Rata Sum",-1,,
45105,"Dire Conjurer Chest of Rata Sum",-1,,
607,"Cleric's Marauder Mask of the Traveler",-1,,
26130,"Cleric's Iron Mace of Venom",-1,,
2363,"Cleric's Banded Pauldrons of the Traveler",-1,,
27608,"Berserker's Iron Greatsword of Life",-1,,
89216,"Charm of Skill",1,,
