item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",10,1,-1680
19729,"Thick Leather Section",8,,
19721,"Glob of Ectoplasm",18,,
19722,"Elder Wood Log",10,,
89140,"Lucent Mote",36,,
19748,"Silk Scrap",23,,
28722,"Berserker's Black Earth Trident of Water",-1,,
27146,"Cleric's Soft Wood Warhorn of the Geomancer",-1,,
45132,"Dire Rogue Pants of the Afflicted",-1,,
28094,"Berserker's Soft Wood Short Bow of Energy",-1,,
28249,"Cleric's Iron Rifle of Perception",-1,,
2670,"Berserker's Conjurer Pants of the Afflicted",-1,,
28553,"Berserker's Soft Wood Longbow of Perception",-1,,
1596,"Shaman's Rogue Pants of Rage",-1,,
1994,"Carrion Rogue Gloves of Lyssa",-1,,
505,"Carrion Conjurer Chest of Lyssa",-1,,
2380,"Cleric's Conjurer Gloves of the Dolyak",-1,,
985,"Rampager's Conjurer Shoes of Grenth",-1,,
1625,"Cleric's Banded Gauntlets of Balthazar",-1,,
28797,"Cleric's Iron Spear of Peril",-1,,
45110,"Dire Conjurer Mask of the Flock",-1,,
1301,"Shaman's Banded Coat of Melandru",-1,,
23174,"Berserker's Amulet",-1,,
45102,"Dire Conjurer Shoes of the Grove",-1,,
25943,"Berserker's Iron Axe of Bloodlust",-1,,
27465,"Berserker's Soft Wood Torch of Corruption",-1,,
26521,"Cleric's Iron Sword of Accuracy",-1,,
26369,"Berserker's Iron Dagger of Air",-1,,
83754,"Elonian Runestone",-1,,
2373,"Rampager's Conjurer Gloves of the Afflicted",-1,,
26352,"Berserker's Iron Dagger of Grawl Slaying",-1,,
574,"Carrion Marauder Mask of the Grove",-1,,
2377,"Shaman's Conjurer Gloves of the Eagle",-1,,
26984,"Berserker's Iron Pistol of Fire",-1,,
