item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",54,1,-7320
19748,"Silk Scrap",50,,
19729,"Thick Leather Section",24,,
19722,"Elder Wood Log",46,,
19725,"Ancient Wood Log",7,,
19701,"Orichalcum Ore",2,,
19732,"Hardened Leather Section",2,,
19745,"Gossamer Scrap",2,,
89140,"Lucent Mote",165,,
26367,"Cleric's Iron Dagger of Blood",-2,,
45107,"Dire Conjurer Gloves of Grenth",-2,,
26521,"Cleric's Iron Sword of Accuracy",-1,,
640,"Berserker's Banded Greaves of the Eagle",-1,,
2682,"Shaman's Conjurer Pants of Grenth",-1,,
2820,"Berserker's Conjurer Mantle of Infiltration",-1,,
28238,"Berserker's Iron Rifle of Life",-2,,
27781,"Berserker's Soft Wood Staff of Bloodlust",-1,,
1134,"Shaman's Rogue Pauldrons of Hoelbrak",-1,,
739,"Shaman's Banded Greaves of Mercy",-1,,
1613,"Rampager's Banded Gauntlets of the Afflicted",-1,,
2380,"Cleric's Conjurer Gloves of the Dolyak",-1,,
28790,"Berserker's Iron Spear of Blood",-1,,
27903,"Berserker's Iron Hammer of Serpent Slaying",-1,,
27147,"Cleric's Soft Wood Warhorn of Corruption",-1,,
45095,"Dire Banded Legs of Balthazar",-1,,
1982,"Berserker's Rogue Gloves of Grenth",-1,,
27787,"Cleric's Soft Wood Staff of Force",-1,,
25950,"Cleric's Iron Axe of Smoldering",-2,,
28414,"Cleric's Steam Speargun of Venom",-1,,
26127,"Rampager's Iron Mace of Fire",-1,,
1594,"Berserker's Banded Gauntlets of Infiltration",-1,,
25941,"Cleric's Iron Axe of Life",-1,,
1546,"Berserker's Privateer Boots of Grenth",-1,,
83499,"Elonian Standard",-2,,
1826,"Berserker's Banded Helm of Infiltration",-1,,
26366,"Cleric's Iron Dagger of Agony",-1,,
27911,"Rampager's Iron Hammer of Ogre Slaying",-1,,
23172,"Rampager's Amulet",-1,,
28389,"Berserker's Steam Speargun of Agony",-1,,
25923,"Berserker's Iron Axe of Smoldering",-1,,
45135,"Dire Rogue Pauldrons of Infiltration",-1,,
1834,"Carrion Banded Helm of the Traveler",-1,,
27588,"Berserker's Iron Greatsword of Hobbling",-1,,
2670,"Berserker's Conjurer Pants of the Afflicted",-1,,
45125,"Dire Rogue Gloves of Balthazar",-1,,
26664,"Cleric's Soft Wood Scepter of Force",-1,,
26832,"Cleric's Iron Shield of Water",-1,,
2530,"Cleric's Conjurer Mask of Divinity",-1,,
28725,"Rampager's Black Earth Trident of Earth",-1,,
84329,"Elonian Pocketbow",-1,,
27131,"Berserker's Soft Wood Warhorn of the Geomancer",-1,,
45083,"Dire Banded Greaves of the Citadel",-1,,
45108,"Dire Conjurer Gloves of the Grove",-1,,
1820,"Rampager's Rogue Coat of Strength",-2,,
1604,"Rampager's Privateer Boots of Infiltration",-1,,
19721,"Glob of Ectoplasm",108,,
89141,"Symbol of Enhancement",3,,
89098,"Symbol of Control",1,,
23254,"Carrion Ring",-1,,
26130,"Cleric's Iron Mace of Venom",-1,,
2825,"Carrion Conjurer Mantle of the Pack",-1,,
45086,"Dire Banded Coat of Strength",-2,,
