item_id,item_name,item_amount,currency_id,currency_amount
19722,"Elder Wood Log",4,,
19700,"Mithril Ore",6,,
94413,"Giver's Candy Cane Rifle of Concentration",-1,,
45741,"Assassin's Exalted Gloves",-1,,
19748,"Silk Scrap",15,,
19729,"Thick Leather Section",3,,
19745,"Gossamer Scrap",1,,
19721,"Glob of Ectoplasm",30,,
19986,"Black Lion Salvage Kit",-13,,
37786,"Cavalier's Rubicon Hat",-1,,
72339,"Superior Sigil of Concentration",1,,
37432,"Rabid Aurora Helm",-1,,
46710,"Rabid Intricate Gossamer Insignia",1,,
38779,"Magi's Ceremonial Winged Axe",-1,,
46687,"Magi's Orichalcum Imbued Inscription",1,,
2391,"Ogden's Mask",-1,,
24714,"Superior Rune of Strength",1,,
46681,"Glob of Dark Matter",9,,
24561,"Superior Sigil of Rage",1,,
26134,"Berserker's Iron Dagger of Rage",-1,,
105334,"Celestial Mists-Grasper Gloves",-1,,
37798,"Rabid Rubicon Hat",-1,,
38294,"Superior Sigil of Generosity",1,,
46690,"Dire Orichalcum Imbued Inscription",1,,
80036,"Bringer's Wrapped Staff of Generosity",-1,,
24570,"Superior Sigil of Blood",1,,
44972,"Scepter of the Highborn",-1,,
585,"Carrion Seer Boots of Balthazar",-1,,
24765,"Superior Rune of Balthazar",1,,
72219,"Feedback Loop",-1,,
