item_id,item_name,item_amount,currency_id,currency_amount
100087,"Rift Hunter Light Leggings",-1,,
19700,"Mithril Ore",9,,
19729,"Thick Leather Section",6,,
19721,"Glob of Ectoplasm",19,,
19748,"Silk Scrap",7,,
27328,"Ebonblade",-1,,
26703,"Brandt",-1,,
629,"Khilbron's Boots",-1,,
27334,"Skybringer",-1,,
903,"Berserker's Scallywag Greaves of the Traveler",-1,,
866,"Jalis' Greaves",-1,,
365,"Zho's Boots",-1,,
119,"Berserker's Sneakthief Coat of Vampirism",-1,,
23190,"Carrion Amulet",-1,,
19986,"Black Lion Salvage Kit",-10,,
24691,"Superior Rune of the Traveler",1,,
46681,"Glob of Dark Matter",10,,
24696,"Superior Rune of the Flock",1,,
24711,"Superior Rune of Vampirism",1,,
24688,"Superior Rune of the Lich",1,,
24601,"Superior Sigil of Battle",1,,
24600,"Superior Sigil of Vision",1,,
24582,"Superior Sigil of Life",1,,
24699,"Superior Rune of the Dolyak",1,,
46708,"Shaman's Intricate Gossamer Insignia",1,,
