item_id,item_name,item_amount,currency_id,currency_amount
84731,"Piece of Unidentified Gear",-750,1,-21660
45175,"Fine Essence of Luck",817,,
45177,"Rare Essence of Luck",17,,
19700,"Mithril Ore",302,,
19701,"Orichalcum Ore",33,,
19729,"Thick Leather Section",180,,
19722,"Elder Wood Log",296,,
89140,"Lucent Mote",699,,
19748,"Silk Scrap",208,,
45176,"Masterwork Essence of Luck",218,,
19732,"Hardened Leather Section",11,,
27131,"Berserker's Soft Wood Warhorn of the Geomancer",1,,
19725,"Ancient Wood Log",16,,
45178,"Exotic Essence of Luck",7,,
89103,"Charm of Brilliance",1,,
89141,"Symbol of Enhancement",2,,
19745,"Gossamer Scrap",21,,
89258,"Charm of Potence",2,,
89098,"Symbol of Control",5,,
89216,"Charm of Skill",2,,
27786,"Cleric's Soft Wood Staff of Energy",1,,
23258,"Rampager's Ring",1,,
1999,"Rampager's Rogue Gloves of the Afflicted",1,,
26367,"Cleric's Iron Dagger of Blood",1,,
26972,"Rampager's Iron Pistol of Bloodlust",1,,
629,"Khilbron's Boots",1,,
2355,"Rampager's Banded Pauldrons of the Flame Legion",1,,
27159,"Cleric's Soft Wood Warhorn of Blood",1,,
758,"Cleric's Banded Greaves of Lyssa",1,,
723,"Rampager's Banded Greaves of Lyssa",1,,
27334,"Skybringer",1,,
28403,"Cleric's Steam Speargun of Battle",1,,
26370,"Berserker's Iron Dagger of Bloodlust",1,,
28788,"Cleric's Iron Spear of Grawl Slaying",1,,
23172,"Rampager's Amulet",1,,
2675,"Carrion Conjurer Pants of Divinity",1,,
26114,"Berserker's Iron Mace of Battle",1,,
1833,"Cleric's Rogue Coat of Lyssa",1,,
25946,"Rampager's Iron Axe of Chilling",1,,
1297,"Rampager's Banded Coat of Dwayna",1,,
28251,"Cleric's Iron Rifle of Ice",1,,
27780,"Berserker's Soft Wood Staff of Restoration",1,,
27934,"Cleric's Iron Hammer of Leeching",1,,
26684,"Cleric's Soft Wood Scepter of Force",1,,
27146,"Cleric's Soft Wood Warhorn of the Geomancer",1,,
26681,"Cleric's Soft Wood Scepter of Agony",1,,
82898,"Elonian Carver",1,,
