item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",3,1,-1440
19701,"Orichalcum Ore",1,,
19729,"Thick Leather Section",20,,
19721,"Glob of Ectoplasm",21,,
19722,"Elder Wood Log",10,,
89140,"Lucent Mote",47,,
19748,"Silk Scrap",1,,
19732,"Hardened Leather Section",1,,
19725,"Ancient Wood Log",2,,
28231,"Cleric's Iron Rifle of Corruption",-1,,
23258,"Rampager's Ring",-1,,
1833,"Cleric's Rogue Coat of Lyssa",-1,,
26515,"Rampager's Iron Sword of Hobbling",-1,,
45122,"Dire Rogue Coat of the Lich",-1,,
45120,"Dire Privateer Boots of Dwayna",-1,,
45132,"Dire Rogue Pants of the Afflicted",-1,,
26963,"Berserker's Iron Pistol of Earth",-1,,
1801,"Berserker's Rogue Coat of the Centaur",-1,,
27474,"Cleric's Soft Wood Torch of Corruption",-1,,
1605,"Carrion Banded Gauntlets of the Citadel",-1,,
28563,"Cleric's Soft Wood Longbow of Energy",-1,,
2685,"Cleric's Conjurer Pants of the Traveler",-1,,
27309,"Cleric's Soft Wood Focus of Debility",-1,,
25949,"Cleric's Iron Axe of Perception",-1,,
27473,"Cleric's Soft Wood Torch of Corruption",-1,,
45123,"Dire Rogue Coat of Mercy",-1,,
45129,"Dire Marauder Mask of the Afflicted",-3,,
1127,"Rampager's Rogue Pauldrons of Grenth",-1,,
1303,"Shaman's Banded Coat of Lyssa",-1,,
28412,"Rampager's Steam Speargun of Fire",-1,,
27304,"Rampager's Soft Wood Focus of Hobbling",-1,,
